ID,CLASSIFIED,SUMMARY
LUCENE-2978,NUG, Upgrade benchmark from commons-compress-1.0 to commons-compress-1.1 for 15 times faster gzip decompression 
LUCENE-1153,NUG, Lucene needs to ship the JUnit jar for testing 
LUCENE-3397,NUG, Cleanup Test TokenStreams so they are reusable 
LUCENE-2119,BUG," If you pass Integer.MAX_VALUE as 2nd param to search(Query, int) you hit unexpected NegativeArraySizeException "
LUCENE-1776,NUG, NearSpansOrdered does not lazy load payloads as the PayloadSpans javadoc implies 
LUCENE-2805,NUG, SegmentInfos shouldn't blindly increment version on commit 
LUCENE-657,NUG, FuzzyQuery should not be final 
LUCENE-744,NUG, TestFieldsReader - TestLazyPerformance problems w/ permissions in temp dir in multiuser environment 
LUCENE-2235,NUG, implement PerFieldAnalyzerWrapper.getOffsetGap 
LUCENE-1003,BUG,"RussianAnalyzer's tokenizer skips numbers from input text, "
LUCENE-3112,NUG, Add IW.add/updateDocuments to support nested documents 
LUCENE-2053,NUG, When thread is interrupted we should throw a clear exception 
LUCENE-3455,NUG, All Analysis Consumers should use reusableTokenStream 
LUCENE-1334,NUG, Term improvement 
LUCENE-1676,NUG," New Token filter for adding payloads ""in-stream"" "
LUCENE-905,NUG, left nav of docs/index.html in dist artifacts links to hudson for javadocs 
LUCENE-3473,NUG, CheckIndex should verify numUniqueTerms == recomputedNumUniqueTerms 
LUCENE-2260,NUG, AttributeSource holds strong reference to class instances and prevents unloading e.g. in Solr if webapplication reload and custom attributes in separate classloaders are used (e.g. in the Solr plugins classloader) 
LUCENE-2629,BUG," In modules/analysys/icu, ant gennorm2 does not work "
LUCENE-2156,NUG, use AtomicInteger/Boolean to track IR.refCount and IW.closed 
LUCENE-3558,NUG, SearcherManager and NRTManager should be in the same package 
LUCENE-275,NUG, Occur incompletely implemented for remote use. 
LUCENE-3179,NUG, OpenBitSet.prevSetBit() 
LUCENE-3553,NUG, tweak AppendingCodec to write segments_N compatible with 'normal' Lucene 
LUCENE-785,NUG, RAMDirectory not Serializable 
LUCENE-1939,BUG, IndexOutOfBoundsException at ShingleMatrixFilter's Iterator#hasNext method 
LUCENE-829,BUG, StandardBenchmarker#makeDocument does not explicitly close opened files 
LUCENE-1175,BUG, occasional MergeException while indexing 
LUCENE-1411,NUG, Enable IndexWriter to open an arbitrary commit point 
LUCENE-3292,NUG, IOContext should be part of the SegmentReader cache key  
LUCENE-2360,NUG, speedup recycling of per-doc RAM 
LUCENE-3526,BUG, preflex codec returns wrong terms if you use an empty field name 
LUCENE-3857,NUG, exceptions from other threads in beforeclass/etc do not fail the test 
LUCENE-3540,NUG," In 3.x branch (starting with 3.4) the IndexFormatTooOldException was backported, but the error message was not modified for 3.x "
LUCENE-2386,NUG, IndexWriter commits unnecessarily on fresh Directory 
LUCENE-2333,NUG," Failures during contrib builds, when classes in core were changed without ant clean "
LUCENE-583,BUG, ISOLatin1AccentFilter discards position increments of filtered terms 
LUCENE-1706,NUG, Site search powered by Lucene/Solr 
LUCENE-1318,BUG, InstantiatedIndexReader.norms called from MultiReader bug 
LUCENE-3407,BUG, wrong stats/scoring from MemoryCodec 
LUCENE-2479,NUG," need the ability to also sort SpellCheck results by freq, instead of just by Edit Distance+freq "
LUCENE-1891,NUG," Spatial uses java util logging that causes needless minor work (multiple string concat, a method call) due to not checking log level "
LUCENE-1184,NUG, Allow SnapshotDeletionPolicy to be reused across writer close/open 
LUCENE-3391,NUG, Make EasySimilarityProvider a full-fledged class  
LUCENE-3705,BUG, deadlock in TestIndexWriterExceptions 
LUCENE-3693,NUG, Add a testing implementation for DocumentsWriterPerThreadPool 
LUCENE-1847,NUG, PhraseQuery/TermQuery/SpanQuery use IndexReader specific stats in their explains 
LUCENE-2831,NUG, Revise Weight#scorer & Filter#getDocIdSet API to pass Readers context 
LUCENE-1892,NUG, Demo HTMLParser compares StringBuffer to an empty String with .equals 
LUCENE-436,BUG," [PATCH] TermInfosReader, SegmentTermEnum Out Of Memory Exception "
LUCENE-2215,NUG, paging collector 
LUCENE-209,NUG, Lucene requires ant 1.6? 
LUCENE-2220,BUG, Stackoverflow when calling deprecated CharArraySet.copy() 
LUCENE-1865,NUG, Add a ton of missing license headers throughout test/demo/contrib 
LUCENE-1018,BUG, intermittant exceptions in TestConcurrentMergeScheduler 
LUCENE-2672,NUG, speed up automaton seeking in nextString 
LUCENE-2116,NUG, Add link to irc channel #lucene on the website 
LUCENE-659,BUG, [PATCH] PerFieldAnalyzerWrapper fails to implement getPositionIncrementGap() 
LUCENE-630,NUG, results.jsp in luceneweb.war uses unknown parse-Method 
LUCENE-1456,BUG, FieldInfo omitTerms bug 
LUCENE-2550,NUG, 3.x backwards tests are using Version.LUCENE_CURRENT: aren't testing backwards! 
LUCENE-3191,NUG, Add TopDocs.merge to merge multiple TopDocs 
LUCENE-1493,NUG, Enable setting hits queue size in Search*Task in contrib/benchmark 
LUCENE-460,NUG, hashCode improvements 
LUCENE-1182,NUG, SimilarityDelegator is missing a delegating scorePayload() method 
LUCENE-1080,NUG, Make Token.DEFAULT_TYPE public 
LUCENE-926,NUG, Document Package level javadocs need improving 
LUCENE-578,NUG, Summer of Code GDATA Server  --Project structure and simple version to start with-- 
LUCENE-1157,NUG, Formatable changes log  (CHANGES.txt is easy to edit but not so friendly to read by Lucene users) 
LUCENE-242,NUG, Lucene Search has poor cpu utilization on a 4-CPU machine 
LUCENE-3052,BUG, PerFieldCodecWrapper.loadTermsIndex concurrency problem 
LUCENE-944,NUG, Remove deprecated methods in BooleanQuery 
LUCENE-1870,NUG, dists include analyzer contrib in src dist but not binary dist 
LUCENE-3627,BUG, CorruptIndexException on indexing after a failure occurs after segments file creation but before any bytes are written 
LUCENE-1009,NUG, LogByteSizeMergePolicy over-merges with autoCommit=false and documents with term vectors and/or stored fields 
LUCENE-1766,NUG, Add Thread-Safety note to IndexWriter JavaDoc 
LUCENE-1948,NUG, Deprecating InstantiatedIndexWriter 
LUCENE-1094,BUG, Exception in DocumentsWriter.addDocument can corrupt stored fields file (fdt) 
LUCENE-2964,NUG, Allow benchmark tasks from alternative packages 
LUCENE-1301,NUG, Refactor DocumentsWriter 
LUCENE-1641,NUG, Correct spatial and trie documentation links in JavaDocs and site 
LUCENE-3126,NUG, IndexWriter.addIndexes can make any incoming segment into CFS if it isn't already 
LUCENE-2322,NUG, Remove verbosity from tests and make configureable 
LUCENE-2185,NUG, add @Deprecated annotations 
LUCENE-2412,NUG," Architecture Diagrams needed for Lucene, Solr and Nutch "
LUCENE-1138,BUG, SpellChecker.clearIndex calls unlock inappropriately 
LUCENE-2616,BUG, FastVectorHighlighter: out of alignment when the first value is empty in multiValued field 
LUCENE-2161,NUG, Some concurrency improvements for NRT 
LUCENE-2493,NUG, Rename lucene/solr dev jar files to -SNAPSHOT.jar 
LUCENE-413,BUG, [PATCH] BooleanScorer2 ArrayIndexOutOfBoundsException + alternative NearSpans 
LUCENE-3189,BUG, TestIndexWriter.testThreadInterruptDeadlock failed (can't reproduce) 
LUCENE-2128,NUG, Further parallelizaton of ParallelMultiSearcher 
LUCENE-3232,NUG, Move MutableValues to Common Module 
LUCENE-3685,NUG, Add top-down version of BlockJoinQuery 
LUCENE-825,BUG, NullPointerException from SegmentInfos.FindSegmentsFile.run() if FSDirectory.list() returns NULL  
LUCENE-2743,NUG, SimpleText is too slow 
LUCENE-3566,BUG, Parametrizing H1 and H2 
LUCENE-3030,NUG, Block tree terms dict & index 
LUCENE-3622,NUG, separate IndexDocValues interface from implementation 
LUCENE-2708,NUG," when a test Assume fails, display information "
LUCENE-716,NUG, Support unicode escapes in QueryParser 
LUCENE-290,NUG, [PATCH] public static members in class TermVectorsWriter 
LUCENE-645,BUG, Highligter fails to include non-token at end of string to be highlighted 
LUCENE-449,NUG, NullPointerException when temporary directory not readable 
LUCENE-818,NUG, IndexWriter should detect when it's used after being closed 
LUCENE-2744,BUG, CheckIndex overstates how many fields have norms enabled 
LUCENE-3454,NUG, rename optimize to a less cool-sounding name 
LUCENE-2582,NUG, allow an alg file to specify the default codec 
LUCENE-1989,NUG," CharArraySet cannot be made generic, because it violates the Set<char[]> interface "
LUCENE-2489,NUG, promote TestExternalCodecs.PerFieldCodecWrapper to core 
LUCENE-2639,NUG," remove random juggling in tests, add -Dtests.seed "
LUCENE-3301,BUG, add workaround for jre breakiterator bugs 
LUCENE-3598,NUG, Improve InfoStream class in trunk to be more consistent with logging-frameworks like slf4j/log4j/commons-logging 
LUCENE-2494,NUG, Modify ParallelMultiSearcher to use a CompletionService instead of slowly polling for results 
LUCENE-481,BUG, IndexReader.getCurrentVersion() and isCurrent should use commit lock. 
LUCENE-2440,NUG, Add support for custom ExecutorServices in ParallelMultiSearcher 
LUCENE-3811,NUG, remove unused benchmark dependencies 
LUCENE-2416,NUG, Some improvements to Benchmark 
LUCENE-3894,NUG, Make BaseTokenStreamTestCase a bit more evil 
LUCENE-1709,NUG, Parallelize Tests 
LUCENE-367,NUG, Can not subscribe 
LUCENE-2402,NUG, Add an explicit method to invoke IndexDeletionPolicy 
LUCENE-1862,NUG, duplicate package.html files in queryParser and analsysis.cn packages 
LUCENE-3681,NUG, FST.BYTE2 should save as fixed 2 byte not as vInt 
LUCENE-706,NUG, Index File Format - Example for frequency file .frq is wrong 
LUCENE-2611,NUG, IntelliJ IDEA and Eclipse setup 
LUCENE-1995,BUG, ArrayIndexOutOfBoundsException during indexing 
LUCENE-3913,BUG, HTMLStripCharFilter produces invalid final offset 
LUCENE-3328,NUG, Specialize BooleanQuery if all clauses are TermQueries 
LUCENE-1739,BUG, 2.4.x index cannot be opened with 2.9-dev 
LUCENE-2004,BUG," Constants.LUCENE_MAIN_VERSION is inlined in code compiled against Lucene JAR, so version detection is incorrect "
LUCENE-2773,NUG, Don't create compound file for large segments by default 
LUCENE-1851,NUG, 'ant javacc' in root project should also properly create contrib/surround Java files 
LUCENE-2198,NUG, support protected words in Stemming TokenFilters 
LUCENE-572,BUG, SpanNotQuery.hashCode ignores exclude 
LUCENE-1808,NUG, make Query.createWeight public (or add back Query.createQueryWeight()) 
LUCENE-516,NUG, TestFSDirectory fails on Windows 
LUCENE-3631,NUG, Remove write access from SegmentReader and possibly move to separate class or IndexWriter/BufferedDeletes/... 
LUCENE-1412,BUG, FileNotFoundException thrown by Directory.copy() 
LUCENE-669,BUG, finalize()-methods of FSDirectory.FSIndexInput and FSDirectory.FSIndexOutput try to close already closed file 
LUCENE-2415,NUG, Remove JakarteRegExCapabilities shim to access package protected field 
LUCENE-3027,BUG, TestOmitTf.testMixedMerge random seed failure 
LUCENE-563,NUG, IndexReader currently has javadoc errors 
LUCENE-3580,NUG, Most 4.0 PostingsReaders don't obey DISI contract 
LUCENE-2245,NUG, Remaining contrib testcases should use Version based ctors instead of deprecated ones 
LUCENE-1838,NUG, BoostingNearQuery must implement clone - now it clones to a NearSpanQuery - cloning is required for Span container classes 
LUCENE-2090,NUG, convert automaton to char[] based processing and TermRef / TermsEnum api 
LUCENE-415,BUG, Merge error during add to index (IndexOutOfBoundsException) 
LUCENE-3583,NUG, benchmark tests always fail on windows because directory cannot be removed 
LUCENE-2631,BUG, Fix small perf issues with String/TermOrdValComparator 
LUCENE-1794,NUG, implement reusableTokenStream for all contrib analyzers 
LUCENE-2816,NUG, MMapDirectory speedups 
LUCENE-3765,NUG, trappy ignoreCase behavior with StopFilter/ignoreCase 
LUCENE-1234,NUG, BoostingTermQuery's BoostingSpanScorer class should be protected instead of package access 
LUCENE-1236,NUG, EdgeNGram* documentation improvement 
LUCENE-3453,NUG, remove IndexDocValuesField 
LUCENE-2051,NUG, Contrib Analyzer Setters should be deprecated and replace with ctor arguments 
LUCENE-948,BUG, Writers on two machines over NFS can hit FNFE due to stale NFS client caching 
LUCENE-1554,BUG, Problem with IndexWriter.mergeFinish 
LUCENE-2662,NUG, BytesHash 
LUCENE-1379,BUG, SpanScorer fails when sloppyFreq() returns 0 
LUCENE-2885,NUG, Add WaitForMergesTask 
LUCENE-349,NUG, Documentation for tii and tis files seems to be out of sync with code 
LUCENE-340,NUG, [PATCH] Highlighter: Delegate output escaping to Formatter 
LUCENE-3268,BUG, TestScoredDocIDsUtils.testWithDeletions test failure 
LUCENE-1841,NUG, Provide Summary Information on the Files in the Lucene index 
LUCENE-2467,BUG, IndexWriter memory leak when large docs are indexed 
LUCENE-3600,BUG, BlockJoinQuery advance fails on an assert in case of a single parent with child segment 
LUCENE-3400,NUG, Deprecate / Remove DutchAnalyzer.setStemDictionary 
LUCENE-1593,NUG, Optimizations to TopScoreDocCollector and TopFieldCollector 
LUCENE-3462,BUG, Jenkins builds hang quite often in TestIndexWriterWithThreads.testCloseWithThreads 
LUCENE-1905,BUG, Instantiating SimpleFSLockFactory by its String param constructor throws an IllegalStateException 
LUCENE-2311,NUG," Pass potent SR to IRWarmer.warm(), and also call warm() for new segments "
LUCENE-635,NUG, [PATCH] Decouple locking implementation from Directory implementation 
LUCENE-1902,NUG, Changes.html not explicitly included in release 
LUCENE-2111,NUG, Wrapup flexible indexing 
LUCENE-2092,BUG, BooleanQuery.hashCode and equals ignore isCoordDisabled 
LUCENE-1727,NUG, Order of stored Fields not maintained 
LUCENE-3615,NUG, Make it easier to run Test2BTerms 
LUCENE-1992,BUG, intermittent failure in TestIndexWriter. testExceptionDuringSync  
LUCENE-3184,NUG, add LuceneTestCase.rarely()/LuceneTestCase.atLeast() 
LUCENE-1663,NUG, Documentation bug.  The 2.4.1 query parser syntax wiki page says it is for 1.9 
LUCENE-3625,NUG, FieldValueFitler should expose the field it uses 
LUCENE-2975,BUG, hotspot bug in readvint gives wrong results 
LUCENE-2321,NUG, use packed ints for the terms dict index 
LUCENE-2476,BUG," Constructor of IndexWriter let's runtime exceptions pop up, while keeping the writeLock obtained "
LUCENE-3571,NUG, nuke IndexSearcher(directory) 
LUCENE-295,BUG, [PATCH] MultiSearcher problems with Similarity.docFreq() 
LUCENE-3606,NUG, Make IndexReader really read-only in Lucene 4.0 
LUCENE-2383,BUG, Some small fixes after the flex merge... 
LUCENE-3909,NUG, Move Kuromoji to analysis.ja and introduce Japanese* naming 
LUCENE-1147,NUG, add option to CheckIndex to only check certain segments 
LUCENE-2935,NUG, Let Codec consume entire document 
LUCENE-2970,NUG, SpecialOperations.isFinite can have TERRIBLE TERRIBLE runtime in certain situations 
LUCENE-2089,NUG, explore using automaton for fuzzyquery 
LUCENE-1542,BUG, Lucene can incorrectly set the position of tokens that start a field with positonInc 0. 
LUCENE-1247,NUG, Unnecessary assert in org.apache.lucene.index.DocumentsWriterThreadState.trimFields() 
LUCENE-1979,NUG, Remove remaining deprecations from indexer package 
LUCENE-3807,NUG, Cleanup suggester API 
LUCENE-2574,NUG, Optimize copies between IndexInput and Output 
LUCENE-919,NUG, DefaultSkipListReader should not be public 
LUCENE-2024,NUG," ""ant dist"" no longer generates md5's for the top-level artifacts "
LUCENE-652,NUG," Compressed fields should be ""externalized"" (from Fields into Document) "
LUCENE-1079,NUG, DocValues cleanup: constructor & getInnerArray() 
LUCENE-241,BUG, NullPointerException in CompoundFileReader 
LUCENE-1963,NUG, ArabicAnalyzer: Lowercase before Stopfilter 
LUCENE-258,NUG, [PATCH] HTMLParser doesn't parse hexadecimal character references 
LUCENE-1965,NUG, Lazy Atomic Loading Stopwords in SmartCN  
LUCENE-2804,NUG, check all tests that use FSDirectory.open 
LUCENE-951,BUG, PATCH MultiLevelSkipListReader NullPointerException 
LUCENE-865,BUG, SpellChecker not working because of stale IndexSearcher 
LUCENE-2358,NUG, rename KeywordMarkerTokenFilter 
LUCENE-3012,BUG," if you use setNorm, lucene writes a headerless separate norms file "
LUCENE-1883,NUG, Fix typos in CHANGES.txt and contrib/CHANGES.txt prior to 2.9 release 
LUCENE-1869,NUG," when checking tvx/fdx size mismatch, also include whether the file exists "
LUCENE-2667,NUG," Fix FuzzyQuery's defaults, so its fast. "
LUCENE-3327,BUG," TestFSTs.testRandomWords throws AIOBE when ""verbose""=true "
LUCENE-3437,NUG," Detect the test thread by reference, not by name. "
LUCENE-1169,BUG, Search with Filter does not work! 
LUCENE-3911,NUG, improve BaseTokenStreamTestCase random string generation 
LUCENE-1107,NUG," Clean up old JIRA issues in component ""Other"" "
LUCENE-2803,BUG, FieldCache should not pay attention to deleted docs when creating entries 
LUCENE-1202,NUG, Clover setup currently has some problems 
LUCENE-847,NUG, Factor merge policy out of IndexWriter 
LUCENE-2862,NUG, Track total term freq per term 
LUCENE-389,NUG, MatchAllDocsQuery to return all documents 
LUCENE-501,NUG, need DOAP file for Lucene 
LUCENE-2373,NUG, Create a Codec to work with streaming and append-only filesystems 
LUCENE-910,NUG, Add/change warning comments in the javadocs of Payload APIs 
LUCENE-875,NUG, javadocs creation has too many warnings/errors 
LUCENE-836,NUG," Benchmarks Enhancements (precision/recall, TREC, Wikipedia) "
