CLASSIFIED_LABEL,WORDS_TF,SUMMARY,WORDS_TF_norm,rawPrediction,probability,prediction,Allocation,Reason for misclassification,Category(if any)
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,2,10,83,536,1021,1231],""values"":[1,1,1,2,1,2,1]}", Background threads should use jackrabbit classloader as thread context classloader ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,2,10,83,536,1021,1231],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-60.12200549953114,-62.65650442380039]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9265252115773311,0.0734747884226688]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[12,40],""values"":[1,1]}", Coarser granularity of node type unregistration notifications ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[12,40],""values"":[0.5,0.5]}","{""vectorType"":""dense"",""length"":2,""values"":[-11.825144603919075,-11.560332285539548]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4341811038793129,0.5658188961206871]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[12,53,205,222,293],""values"":[1,1,1,1,1]}", Cannot move a first-level node ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[12,53,205,222,293],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-33.42857332654147,-33.55238469142016]}","{""vectorType"":""dense"",""length"":2,""values"":[0.5309133614075637,0.4690866385924363]}",0,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[9,12,41,53,74,205,718,848],""values"":[1,1,1,1,2,1,1,1]}", Changes from Session.move() to a top-level node aren't seen in a second session ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[9,12,41,53,74,205,718,848],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-58.35391204632024,-59.70007889617516]}","{""vectorType"":""dense"",""length"":2,""values"":[0.7935022484944332,0.2064977515055668]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[56,70,74,233,268,681,1054],""values"":[1,1,1,1,1,1,1]}", Closing a session twice shouldn't write a warning in the log ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[56,70,74,233,268,681,1054],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-51.019414957097865,-49.03414008488049]}","{""vectorType"":""dense"",""length"":2,""values"":[0.12075765572694394,0.8792423442730559]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[23,74,228,2362],""values"":[1,1,1,1]}", session.setNamespacePrefix() creates ambiguous mappings ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[23,74,228,2362],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-28.30001051446392,-29.17231539349586]}","{""vectorType"":""dense"",""length"":2,""values"":[0.7052250689470838,0.2947749310529162]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,3,115,136,156,193,216,546,620,684],""values"":[1,1,1,1,1,1,1,1,1,1]}", Large fetch sizes have potentially deleterious effects on VM memory requirements when using Oracle ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,3,115,136,156,193,216,546,620,684],""values"":[0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1]}","{""vectorType"":""dense"",""length"":2,""values"":[-68.3033503622479,-67.14199240832782]}","{""vectorType"":""dense"",""length"":2,""values"":[0.23842062542391254,0.7615793745760874]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,111,238,595],""values"":[1,1,1,1]}", URIResolverImpl: use of bitwise instead of logical AND operator ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,111,238,595],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-26.186700074702756,-27.39621795154279]}","{""vectorType"":""dense"",""length"":2,""values"":[0.7702136317917309,0.22978636820826923]}",0,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,36,140,319],""values"":[1,1,1,1]}", PrivilegeDefinition should implement equals and hashcode ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,36,140,319],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-25.222867552551293,-25.55307837243767]}","{""vectorType"":""dense"",""length"":2,""values"":[0.581810671683391,0.4181893283166091]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,2110],""values"":[1,1,1]}", ItemSaveOperation should not swallow stacktrace ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,2110],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-18.727262045475747,-18.64447587409965]}","{""vectorType"":""dense"",""length"":2,""values"":[0.47931526945998276,0.5206847305400173]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[7,59,75,79,84,158,209,483],""values"":[1,1,1,1,1,1,1,1]}", Jcr-Server: Avoid xml parsing if request body is missing ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[7,59,75,79,84,158,209,483],""values"":[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]}","{""vectorType"":""dense"",""length"":2,""values"":[-53.657840069969865,-51.206471785846176]}","{""vectorType"":""dense"",""length"":2,""values"":[0.07933854677389933,0.9206614532261007]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,12,51,475,1013,1125,1307],""values"":[1,1,1,1,1,1,1,1]}"," OperandEvaluator should be able to handle Nodes as well, not just Rows ","{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,12,51,475,1013,1125,1307],""values"":[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]}","{""vectorType"":""dense"",""length"":2,""values"":[-55.16836751932375,-53.76420001986047]}","{""vectorType"":""dense"",""length"":2,""values"":[0.19715562495666342,0.8028443750433366]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,48,128,134,283],""values"":[1,1,1,1,1]}", Degrade gracefully when reading invalid date values ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,48,128,134,283],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-33.12111163983327,-30.43882444285789]}","{""vectorType"":""dense"",""length"":2,""values"":[0.06402667420689266,0.9359733257931073]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,7,10,12,37,138,145,331],""values"":[1,1,1,1,1,1,1,1]}", Problem with formerly escaped JCR node names when upgrading to Jackrabbit 2.2.9 ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,7,10,12,37,138,145,331],""values"":[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]}","{""vectorType"":""dense"",""length"":2,""values"":[-48.47113316800684,-47.24925857798]}","{""vectorType"":""dense"",""length"":2,""values"":[0.22760672580756408,0.7723932741924359]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[7,14,59,75,86,201],""values"":[1,1,1,1,1,1]}", Missing support for lock timeout and ownerHint in jcr-server ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[7,14,59,75,86,201],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-36.45025710633857,-36.63946119438466]}","{""vectorType"":""dense"",""length"":2,""values"":[0.5471604177588035,0.4528395822411964]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[13,27,38,50,266,310,607,664,710],""values"":[1,1,1,1,1,1,1,1,1]}", Set omit term freq positions flag on parent field in the index ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[13,27,38,50,266,310,607,664,710],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-62.629049219316016,-61.51949419814178]}","{""vectorType"":""dense"",""length"":2,""values"":[0.24795385567525288,0.7520461443247471]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,13,185,316],""values"":[1,1,1,1]}", Re-index fails on corrupt bundle ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,13,185,316],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-26.669197249196557,-24.06302734524193]}","{""vectorType"":""dense"",""length"":2,""values"":[0.06874238987241024,0.9312576101275898]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[13,24,38,65,96,1091],""values"":[1,1,1,1,1,1]}", Error instantiating lucene search index in Turkish Regional Setting ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[13,24,38,65,96,1091],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-37.79894133839502,-39.054602202265436]}","{""vectorType"":""dense"",""length"":2,""values"":[0.7782782453712387,0.2217217546287614]}",0,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[4,7,16,46,100,138,742,985,2236],""values"":[1,2,1,1,1,1,1,1,2]}", Query Builder and jcr:deref problem. Can't add predicate after jcr:deref ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[4,7,16,46,100,138,742,985,2236],""values"":[0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182]}","{""vectorType"":""dense"",""length"":2,""values"":[-75.01987028944549,-76.71512904510962]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8449144861887938,0.15508551381120628]}",0,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,8,12,22,75,275],""values"":[1,2,1,1,1,1]}", Missing 'node removed' event when removing a version ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,8,12,22,75,275],""values"":[0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-39.94568712553507,-40.11277301249306]}","{""vectorType"":""dense"",""length"":2,""values"":[0.5416745620175911,0.45832543798240893]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,19,30,178,270,500,585,1260],""values"":[1,1,1,1,1,1,1,1]}", TCK: NamespaceRegistryTest#testUnregisterNamespaceExceptions doesn't fail if expected exception isn't thrown ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,19,30,178,270,500,585,1260],""values"":[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]}","{""vectorType"":""dense"",""length"":2,""values"":[-57.761917812493806,-55.234970154117356]}","{""vectorType"":""dense"",""length"":2,""values"":[0.07399050882565683,0.9260094911743433]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,11,71,100,147,178,199,707,750],""values"":[1,1,1,1,1,1,1,1,1]}", TCK: DocumentViewImportTest does not call refresh after direct-to-workspace import ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,11,71,100,147,178,199,707,750],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-61.920056030306,-58.20770568348227]}","{""vectorType"":""dense"",""length"":2,""values"":[0.02383793631919329,0.9761620636808066]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,11,28,81,178,457],""values"":[1,1,1,1,1,1]}", TCK: PredicatesTest does not respect testroot configuration property ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,11,28,81,178,457],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-37.55920402196409,-37.02970344492953]}","{""vectorType"":""dense"",""length"":2,""values"":[0.370633378040932,0.629366621959068]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,12,80,178,251],""values"":[1,1,1,1,1]}", TCK: NodeReadMethodsTest.testGetName fails with NPE if  'testroot' has no child node ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,12,80,178,251],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-33.69889457190955,-30.877593712456505]}","{""vectorType"":""dense"",""length"":2,""values"":[0.05618391269492276,0.9438160873050773]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[86,1140,1949],""values"":[1,1,1]}", Weird locking behaviour in CachingHierarchyManager ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[86,1140,1949],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-25.269926110487994,-25.13228672370879]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4656443739893422,0.5343556260106577]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[7,15,84,309,837,1249],""values"":[1,1,1,1,1,1]}", Typo in the deploy/jboss/4.x/jcr-ds.xml file ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[7,15,84,309,837,1249],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-40.91239524576902,-42.681818955858844]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8543859891479385,0.1456140108520616]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,6,11,89,133,147,2217],""values"":[1,1,1,1,1,1,1,1]}", AbstractQueryTest.evaluateResultOrder() should fail if workspace does not contain enough content ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,6,11,89,133,147,2217],""values"":[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]}","{""vectorType"":""dense"",""length"":2,""values"":[-51.069226784838165,-46.312071240095484]}","{""vectorType"":""dense"",""length"":2,""values"":[0.008516848770940538,0.9914831512290594]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,26,88,427],""values"":[1,1,1,2]}", ResidualProperties Converter uses wrong AtomicType Converter on update ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,26,88,427],""values"":[0.2,0.2,0.2,0.4]}","{""vectorType"":""dense"",""length"":2,""values"":[-32.22657485651926,-32.663022914673384]}","{""vectorType"":""dense"",""length"":2,""values"":[0.6074123494224649,0.3925876505775351]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,19,25,1319,2104],""values"":[1,1,1,1,1,1]}"," ManageableCollectionUtil should not throw ""unsupported"" JcrMapping exception ","{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,19,25,1319,2104],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-41.313135095485165,-36.718372565319356]}","{""vectorType"":""dense"",""length"":2,""values"":[0.010003538087125582,0.9899964619128744]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1279],""values"":[1]}", AbstractHttpClient.determineTarget(HttpUriRequest) ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1279],""values"":[1]}","{""vectorType"":""dense"",""length"":2,""values"":[-9.346675164635045,-9.529802784362317]}","{""vectorType"":""dense"",""length"":2,""values"":[0.545654388435679,0.454345611564321]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[109,192,728,864],""values"":[1,1,1,1]}", Incorrect debug message in HttpMethodBase ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[109,192,728,864],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-30.705691116484942,-30.52966217858088]}","{""vectorType"":""dense"",""length"":2,""values"":[0.45610604921363096,0.543893950786369]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[41,70,217,362,1273],""values"":[1,1,1,1,1]}", Enabling wire logging changes isEof/isStale behavior ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[41,70,217,362,1273],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-35.23789217107362,-37.096819073030645]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8651718206984734,0.13482817930152655]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,17,51,305,315,473,599,661,831,1308,1721],""values"":[1,1,1,1,1,1,1,1,1,1,1]}"," DefaultHttpRequestRetryHandler is not handling PUT as an idempotent method for retries, though RFC2616 section 9.1.2 clearly defines it to be one. ","{""vectorType"":""sparse"",""length"":2425,""indices"":[0,17,51,305,315,473,599,661,831,1308,1721],""values"":[0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091]}","{""vectorType"":""dense"",""length"":2,""values"":[-83.44497927842617,-80.74346677060599]}","{""vectorType"":""dense"",""length"":2,""values"":[0.06288416540299349,0.9371158345970065]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,1,2,9,106,154,259,260,265,809],""values"":[1,1,1,1,1,1,1,1,1,1]}"," ClientPNames.VIRTUAL_HOST is used as is; if not provided, the port should be derived from the target URL ","{""vectorType"":""sparse"",""length"":2425,""indices"":[0,1,2,9,106,154,259,260,265,809],""values"":[0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1]}","{""vectorType"":""dense"",""length"":2,""values"":[-63.34865753096462,-61.7469993460583]}","{""vectorType"":""dense"",""length"":2,""values"":[0.16774998823046697,0.832250011769533]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[66,354,435,436,473,486,1022],""values"":[1,1,1,1,1,1,1]}", Built-in way to do auto-retry for certain status codes ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[66,354,435,436,473,486,1022],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-55.475305393493294,-53.80439002122803]}","{""vectorType"":""dense"",""length"":2,""values"":[0.15830217411601447,0.8416978258839856]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[38,198],""values"":[1,1]}", Setting SSLSocket parameters ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[38,198],""values"":[0.5,0.5]}","{""vectorType"":""dense"",""length"":2,""values"":[-13.378208108825437,-13.326474006769068]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4870693583400404,0.5129306416599595]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,17,34,60,71,293,1160,1819,2149],""values"":[1,1,1,1,1,1,1,1,1]}", New LaxRedirectStrategy class should probably call the super method first. ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,17,34,60,71,293,1160,1819,2149],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-62.581312893375696,-64.3208315385929]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8506259141456902,0.1493740858543099]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[72,490,1202],""values"":[1,1,1]}", Kerberos Authentication Scheme ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[72,490,1202],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-25.023066032556464,-22.201092971292372]}","{""vectorType"":""dense"",""length"":2,""values"":[0.056148278293129954,0.94385172170687]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[19,41,65,192,1303],""values"":[1,1,1,1,1]}", Change the error message in the exception at URIUtils#rewriteURI  ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[19,41,65,192,1303],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-34.01995832035364,-33.6420122407631]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4066223730515594,0.5933776269484405]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,64,73,77,87,131,592,842],""values"":[1,1,1,1,1,1,1,1]}", Header adding in org.apache.http.client.protocol.RequestAcceptEncoding should be conditional ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,64,73,77,87,131,592,842],""values"":[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]}","{""vectorType"":""dense"",""length"":2,""values"":[-54.30824958928423,-51.29890409766764]}","{""vectorType"":""dense"",""length"":2,""values"":[0.04700545630745406,0.9529945436925459]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,33,39,152,384,556],""values"":[1,1,1,1,1,1]}", Compressed entities are not being cached properly ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,33,39,152,384,556],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-40.84267642143712,-37.22314368017663]}","{""vectorType"":""dense"",""length"":2,""values"":[0.026095947874331393,0.9739040521256687]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,11,58,65,192],""values"":[1,1,1,1,1]}", MultipartPostMethod does not check for error messages ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,11,58,65,192],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-30.09503308251943,-28.27405458791193]}","{""vectorType"":""dense"",""length"":2,""values"":[0.13931650278910893,0.8606834972108911]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[5,78,92],""values"":[1,1,1]}", Test case failure for testConnTimeout ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[5,78,92],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-18.109080203823694,-18.627624368689762]}","{""vectorType"":""dense"",""length"":2,""values"":[0.6268072804018058,0.37319271959819433]}",0,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[17,41,191,923,1140],""values"":[1,1,1,1,1]}", Ordering of methods in PostMethod changes behaviour ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[17,41,191,923,1140],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-34.26617459841315,-38.716401434536515]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9884588355415989,0.01154116445840121]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,17,51,73,79,89,114,254,556,988],""values"":[1,1,1,1,1,1,1,1,1,1]}", Content-Length & Transfer-Encoding request headers should be handled by entity enclosing methods ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,17,51,73,79,89,114,254,556,988],""values"":[0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1]}","{""vectorType"":""dense"",""length"":2,""values"":[-67.24759450706058,-65.04384359541031]}","{""vectorType"":""dense"",""length"":2,""values"":[0.09941416134269365,0.9005858386573063]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[923],""values"":[1]}", PostMethod#setParameter ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[923],""values"":[1]}","{""vectorType"":""dense"",""length"":2,""values"":[-8.6535279840751,-9.935267892470481]}","{""vectorType"":""dense"",""length"":2,""values"":[0.7827458017729778,0.21725419822702208]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[118,155,479,999],""values"":[1,1,1,1]}", Ability to ignore (reject) cookies altogether ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[118,155,479,999],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-31.23631936754711,-30.19008916428142]}","{""vectorType"":""dense"",""length"":2,""values"":[0.25994966207011505,0.7400503379298851]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,54,929],""values"":[1,1,1]}", release is not signed ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,54,929],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-20.03632505865965,-19.146567817896884]}","{""vectorType"":""dense"",""length"":2,""values"":[0.29115992695887954,0.7088400730411205]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,70,1030,2306],""values"":[1,1,1,1]}", HttpConnection.isOpen() logging is not accurate ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,70,1030,2306],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-29.421745220552886,-28.372584669258078]}","{""vectorType"":""dense"",""length"":2,""values"":[0.2593863305883665,0.7406136694116334]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[48,63,156,1030],""values"":[1,1,1,1]}", questionable default value for BufferedOutputStream size in HttpConnection ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[48,63,156,1030],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-28.248619265690387,-27.774433417203586]}","{""vectorType"":""dense"",""length"":2,""values"":[0.3836259891273289,0.6163740108726711]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[17,75,353],""values"":[1,1,1]}", Missing skip()-Method in ContentLengthInputStream ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[17,75,353],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-19.395894660272106,-20.16638732345392]}","{""vectorType"":""dense"",""length"":2,""values"":[0.6836274570390203,0.3163725429609797]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,330,726,752,1026],""values"":[1,1,1,1,1]}", Authorization credentials should be sent pre-emptively ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,330,726,752,1026],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-39.24521187744949,-37.29525441709097]}","{""vectorType"":""dense"",""length"":2,""values"":[0.1245579967763142,0.8754420032236858]}",1,Neha,,
