ID,CLASSIFIED,SUMMARY
JCR-837,BUG, MatchAllQuery does not implement extractTerms() 
JCR-3016,BUG, inconsistent repository after overlapping node add operations 
JCR-2723,NUG, Exception when missing namespace in CND file should have clearer message 
JCR-2630,BUG, UserAccessControlProvider handles users who dont have Jackrabbit managed Principals or User node inconsistently. 
JCR-1560,BUG, Data Store: Oracle fails to create the table 
JCR-1918,BUG, DbDataStore keeps ResultSets open 
JCR-130,NUG, extensibility changes to SimpleWebdavServlet 
JCR-1000,NUG, JCR2SPI: remove duplicate item states 
JCR-540,NUG, AbstractJCRTest fails on level 1 repositories 
JCR-1305,BUG, JNDI data sources with BundleDbPersistenceManager: UnsupportedOperationException 
JCR-1283,NUG, Add missing license headers 
JCR-2527,BUG, Fix and simplify CryptedSimpleCredentials 
JCR-2401,NUG, OSGi bundle symbolic names changed due to changes in maven-bundle-plugin 
JCR-1956,BUG, Database Data Store: close result sets 
JCR-3210,BUG, NPE in spi2dav when server does not send all headers 
JCR-2336,BUG, Automatic type conversion no longer works 
JCR-462,NUG, Improve lifecycle management of JCA connector 
JCR-1598,NUG, Problematic exception handling in Jackrabbit WebApp 
JCR-2946,NUG, Jcr-Server: Improve implementation of DavResource#getProperty(DavPropertyName) 
JCR-1149,BUG, JCR2SPI: several broken equals() comparisons 
JCR-1943,NUG, jcr-tests: make property value(s) and property type(s) configurable 
JCR-1355,BUG, XML import should not access external entities 
JCR-2882,BUG, DatabaseJournal: java.lang.IllegalStateException: already in batch mode 
JCR-946,NUG, Create a sample search page 
JCR-126,NUG, Jcr-Server Module: Remove Dependency from Jackrabbit-Core 
JCR-1166,NUG, JCR2SPI does not provide actual size on RangeIterator.getSize() 
JCR-195,BUG, ArrayIndexOutOfBounds thrown on re-index of repository 
JCR-1573,BUG, Lucene Query Exception: 'attempt to access a deleted document' 
JCR-3268,NUG, Re-index fails on corrupt bundle 
JCR-1402,NUG, Path.getAncestor and Path.isAncestor are not symmetric 
JCR-976,NUG, Misleading exception message when re-index fails 
JCR-3286,BUG, InternalVersionManagerBase.calculateCheckinVersionName will fail with NPE upon empty predecessors property 
JCR-1791,NUG, New utility: Journal walker for journal files 
JCR-2323,BUG, InputStream.read return value is ignored. 
JCR-931,BUG, cluster synchronization NPE 
JCR-232,BUG, jcr:baseVersion is not updated when the base version is removed from the version history 
JCR-3185,NUG, refactor consistency checks in BundleDBPersistenceManager into a standalone class that could be re-used for other PMs 
JCR-1987,BUG, Jackrabbit's lucene based query implementation does not check property constraints on the root node. 
JCR-1005,NUG, More Fine grained Permission Flags 
JCR-3003,BUG, Tika configuration may use wrong class loader 
JCR-357,NUG, Move to jackrabbit.apache.org 
JCR-359,NUG, JCA project tests assume Windows paths 
JCR-779,NUG, Timeout for Session and/or Lock 
JCR-2901,BUG, JCR-2523 break the transaction handling in container managed environment 
JCR-84,BUG, WebDAV LocatorFactoryImpl$Locator.getHref() constructs root resource URLs incorrectly 
JCR-277,NUG, reorganize xdocs and website 
JCR-737,NUG, unexpected session is used  in XATest.testAddNodeCommit() 
JCR-50,BUG, Persistence data of versioning not cleaned up correctly 
JCR-1181,NUG, Use common base classes in jackrabbit-core and jcr2spi 
JCR-1823,BUG, Repository.login throws IllegalStateException 
JCR-501,NUG, TCK: SetPropertyValueTest#testCompactValueArrayWithNulls does not respect nodename1 and nodetype configuration properties 
JCR-2060,NUG," JSR 283: Access Nodes and Properties by Array of ""NameGlob"" "
JCR-3191,NUG, Update commons-io dependency from versiom 1.4 to 2.0.1  
JCR-2454,NUG, spi2dav: JSR 283 NodeType Management 
JCR-1309,NUG, Refactor DBMS support for JNDI datasources 
JCR-979,NUG, Extend apache parent pom for Apache wide configuration 
JCR-1624,NUG, Proxies improvement 
JCR-1230,NUG, Jcr-Server: useful output upon GET to root- and workspace-resources 
JCR-718,BUG, NoSuchItemStateException on removing node (no versioning) 
JCR-2642,NUG, JackrabbitParser and tika 0.7 parser 
JCR-2289,NUG, Allow importing of ACL with unknown principals 
JCR-1044,BUG, NTCollectionConverterImpl throws a null pointer exception on update 
JCR-1469,NUG, Data store garbage collection: ScanEventListener not working 
JCR-127,NUG, Speedup Startup 
JCR-1252,NUG, BundleFsPersistenceManager: remove deprecated settings 
JCR-1041,NUG, Avoid using BitSets in ChildAxisQuery to minimize memory usage 
JCR-2427,BUG, UUIDDocId.getDocumentNumbers() may return illegal value 
JCR-2397,NUG, AccessControlEntries should be orderable 
JCR-2620,NUG, Authorizable#getProperty and #setProperty should deal with relativePath  
JCR-341,BUG, Jcr-Server: registration of ReportTypes fails 
JCR-857,NUG, Basic support for fn:name() 
JCR-2600,NUG, AbstractLoginModule logs a warning on anonymous logins 
JCR-863,NUG, Use FileLock for locking instead of empty file 
JCR-3058,NUG, BundleDumper to analyze broken bundles 
JCR-1983,NUG, Provide change log consolidator 
JCR-1137,NUG, test cases relying on Node.equals() 
JCR-791,NUG, Improve performance of MatchAllScorer 
JCR-2153,NUG, Introduce QValueConstraint and change return type of QPropertyDefinition.getValueConstraints() 
JCR-2936,NUG, JMX Bindings for Jackrabbit 
JCR-1480,BUG, Deadlock when executing Version operations 
JCR-1633,BUG," When node is created and locked in same transaction, exception is thrown "
JCR-2462,BUG, IllegalStateException on session#save() 
JCR-1869,NUG, Make lazy loading proxy callback Serializable 
JCR-2257,BUG, Removal of a node with shared subnodes fails 
JCR-1541,BUG, Evict fixed NodePropBundle from cache 
JCR-2087,NUG, Upgrade to Java 5 as the base platform 
JCR-2120,NUG, java.lang.Iterable support for RangeIterators 
JCR-1605,NUG, RepositoryLock does not work on NFS sometimes 
JCR-1499,BUG, Error logged when repository is shut down 
JCR-2148,NUG, Move extensions to the JSR 283 security API  from jackrabbit-core to jackrabbit-api 
JCR-388,NUG, add support for RFC 3253 to the simple server 
JCR-2083,BUG, BLOB Store: only open a stream when really necessary 
JCR-372,NUG," Consistently refer to ""Apache Jackrabbit"" in docs and site "
JCR-2579,BUG," InvalidItemStateException when attempting concurrent, non conflicting writes "
JCR-1733,NUG, WebDAV BIND support 
JCR-1106,NUG, Add simple query method to ObjectContentManager 
JCR-1108,NUG, JCR2SPI: error level logging when cleaning up session locks  
JCR-2796,BUG, Restoring a node fails (partially) if done within a XA transaction 
JCR-53,NUG, Refactoring config handling 
JCR-2360,NUG, JcrUtils.getRepository(...) for simple repository access 
JCR-2655,BUG, initVersions crashes with NPE 
JCR-1022,NUG, Reduce calls to RepositoryService.getRepositoryDescriptors() 
JCR-2035,BUG, IndexingQueue not checked on initial index creation 
JCR-2991,BUG, jcr-server: DefaultItemCollection#unlock does not call DavSession#removeReference 
JCR-2785,NUG, EffectiveNodeType#getNamedNodeDefs returns array QItemDefinition instead of QNodeDefinition 
JCR-1007,NUG, Move common implementations of SPI interfaces to spi-commons module 
JCR-3203,NUG, GroupImp#getMembers and #getDeclaredMembers should return RangeIterator 
JCR-767,NUG, Use Maven dependency management 
JCR-2375,NUG, Create ScoreNode on demand in SortedLuceneQueryHits 
JCR-1171,NUG, Contribute Pluggable Permission and User Management to Jackrabbit 
JCR-2449,NUG, Slow performance due to JCR-2138 (Prevent persistence of faulty back-references) 
JCR-2954,BUG, SQL-2 query returns more than the requested column 
JCR-1224,NUG, Release references to JCR items in tearDown 
JCR-3005,NUG, Make it possible to get multiple nodes in one call via davex 
JCR-267,NUG, temporary files created by some jUnit test are not automatically removed 
JCR-21,BUG, NodeTypeRegistry.validateNodeTypeDef causes NullPointerException 
JCR-1828,NUG, Improvement in comment of QValue.getLength()  
JCR-1301,BUG, Trouble undeploying jackrabbit-webapp from Tomcat 
JCR-2093,NUG, Implement QueryObjectModelFactory.fullTextSearch() in QueryManagerImpl 
JCR-1036,BUG," JCR2SPI; setProperty(name, date-string) fails when property is added and property type is PropertyType.DATE. "
JCR-289,NUG, jcr-server: make auth-header configurable for JCR-Server 
JCR-1974,NUG, JSR 283: Evaluate Capabilities  
JCR-954,NUG, Allow to disable referential integrity checking for workspace 
JCR-1532,BUG, ERROR 40XD0: Container has been closed exception with Derby DB 
JCR-3063,BUG, NullPointerException in ItemManager 
JCR-1264,NUG," IfHeader: Incorrect test for parsing keyword ""not"" in parseIfList "
JCR-128,BUG, Deleting binary property does not remove 'blob file' in filesystem 
JCR-1064,NUG, Optimize queries that check for the existence of a property 
JCR-129,NUG, ORM PersistenceManagers don't compile 
JCR-2804,NUG, Add isDeclaredMember() method to Group 
JCR-2330,NUG, Restore mix:referenceable check to SessionImpl.getNodeByUUID 
JCR-868,NUG, Jackrabbit JCR Nodemanagement API implementation 
JCR-355,NUG, Extract JDBC Connection Init 
JCR-1484,NUG, Node.getReferences() does not properly reflect saved but not yet committed changes 
JCR-1013,BUG, Connection.setAutoCommit(...) fails if connection is managed for JNDIDatabasePersistenceManager 
JCR-2183,NUG, Provide overridables for lock checking 
JCR-2933,BUG, SQL2 Left Outer Join 
JCR-150,BUG, Node.getLock() on a lock non-lockable node throws javax.jcr.UnsupportedRepositoryOperationException 
JCR-1800,BUG, JCR2SPI: lockmgr isn't aware about external unlock (CacheBehavior.OBSERVATION) 
JCR-2617,BUG, ItemStateMap warnings during node type changes 
JCR-2091,NUG, Searchability settings in PropertyDefinition 
JCR-2546,NUG, SISM blocks the item state cache when loading a new item 
JCR-1418,NUG, Redesign NodeInfo.getReferences() 
JCR-722,BUG, typo in the mimetypes.properties file 
JCR-3243,NUG, RepositoryStatistics should be more flexible 
JCR-2135,NUG, UserManagement: make membership a weakreferences 
JCR-606,BUG, RMI-DateValue does not support full ISO8601 format 
JCR-3170,NUG, Precompile JavaCC parsers in jackrabbit-spi-commons 
JCR-1556,NUG, PersistenceManager API change breaks backward compatibility 
JCR-287,BUG, session.setNamespacePrefix() creates ambiguous mappings 
JCR-547,NUG, SimpleSelectionTest assumes RowIterator.getSize() not to return -1 
JCR-2743,BUG, ClassCastException in GroupImpl.isCyclicMembership 
JCR-422,BUG, charset in Content-Type header shouldn't be in quotes 
JCR-3195,NUG, wrong assumptions in test cases about lock tokens 
JCR-2314,NUG, Open access modifier for RepositoryImpl.doShutdown() 
JCR-1488,BUG, Node deleted while query is executed should not affect result size 
JCR-2812,NUG, Allow whitespaces in base64 encoded binary fields of XML import files 
JCR-1011,NUG, JCR2SPI: add configurable cache for Item instances (ItemManager) 
JCR-2056,NUG, JSR 283: Binary interfaces  
JCR-1014,NUG, Convert Batch implementation in spi-rmi from remote object into a local one 
JCR-814,BUG, Oracle bundle PM fails checking schema if 2 users use the same database 
JCR-2525,BUG, NodeState and NodeStateListener deadlock 
JCR-2763,NUG, Drop the Dumpable interface 
JCR-2309,NUG, Remove excessive dependencies from jcr-client module 
JCR-1661,BUG, Extend mimetype list of text extractors 
JCR-989,NUG, Modify LazyQueryResultImpl to allow resultFetchSize to be set programmatically 
JCR-1245,NUG, JCR2SPI: Use namespace decl. present in imported xml to resolve Name/Path values 
JCR-637,BUG, Multiple namespace definitions in CND prevent definition of node type without child nodes 
JCR-1640,BUG," Not configuring the adminId, anonymousId, or defaultuserId causes login module to ignore credentials "
JCR-2402,NUG, Observation: avoid running out of memory 
JCR-3162,NUG, Index update overhead on cluster slave due to JCR-905 
JCR-2720,BUG, Changes from Session.move() to a top-level node aren't seen in a second session 
JCR-820,NUG, Add support for query result highlighting 
JCR-2972,NUG, Allow name to be set in PropertyInfoBuilder and NodeInfoBuilder 
JCR-369,BUG, IllegalNameException when importing document view with two mixins 
JCR-747,NUG, TCK: observation tests are too restrictive 
JCR-3048,NUG, Upgrade to latest Apache parent POM 
JCR-2760,NUG, Use hash codes instead of sequence numbers for string indexes 
JCR-2280,NUG, Lazy initialize ItemDefinition 
JCR-2410,BUG, ChainedTermEnum omits initial terms 
JCR-185,NUG, filter jcr properties in jcr-server 
JCR-58,NUG, warning: unmappable character for encoding UTF8 
JCR-2027,NUG, Remove background initialization of hierarchy cache 
JCR-3194,BUG, ConcurrentModificationException in CacheManager. 
JCR-1577,NUG, Remove RepositoryService.getRootId() 
JCR-251,BUG, NullPointerException in VirtualNodeTypeStateManager.nodeTypeRegistered 
JCR-927,NUG, DatabaseJournal needs connection reestablishment logic 
JCR-552,NUG, Move listeners from item state to item state managers 
JCR-1263,NUG, Move SimpleWebdavServlet to jcr-server and make it abstract 
JCR-1555,NUG, Add support for boolean values to QValue 
JCR-2540,BUG, spi2dav : move/reorder not properly handled by observation 
JCR-802,NUG, Create a jackrabbit-site subproject 
JCR-555,NUG, ConsistencyCheck uses too much memory 
JCR-2085,NUG, test case (TCK) maintenance for JCR 2.0 
JCR-3077,BUG, WeightedHighlighter does not encode XML markup characters 
JCR-1117,BUG, Bundle cache is not rolled back when the storage of a ChangeLog fails 
JCR-969,NUG, better error for unknown date formats 
JCR-756,BUG, Concurrent add/remove child node operations in a cluster may corrupt repository. 
JCR-314,NUG, Fine grained locking in SharedItemStateManager 
JCR-48,BUG, XMLPersistenceManager trims string property values 
JCR-3006,BUG, UserManager: concurrent user creation using same intermediate path fails 
JCR-1528,BUG, CLONE -ManageableCollectionUtil doesn't support Maps 
JCR-2196,NUG, Add cause to ItemStateException in BundleDbPersistenceManager.store() 
JCR-2807,BUG, ConcurrentModificationException in SessionItemStateManager.getIdOfRootTransientNodeState() 
JCR-1958,NUG," Enhanced JCR remoting (extending webdav SPI impl, basic remoting servlet) "
JCR-1989,NUG, AppendRecord writes single bytes to disk 
JCR-660,BUG, SQL Parser fails with SQL 92 timestamp format 
JCR-2307,BUG," BLOBFileValue.read(byte[] b, long pos) ignores return value of InputStream.skip "
JCR-2318,NUG, Keep WebDAV exception causes 
JCR-1319,BUG, NullPointerException when accessing the SimpleWebdavServlet at the prefix path 
JCR-2213,BUG, ChangeLogRecord throws NullPointerException 
JCR-317,NUG," replace UUID strings by UUID classes in NodeId, etc.. "
JCR-2443,BUG, AbstractSession should not synchronize on the session instance 
JCR-812,NUG, TCK: RestoreTest.testRestoreLabel 
JCR-685,NUG, Remove some synchronization on CachingNamespaceResolver 
JCR-2052,BUG, XPath QueryFormat may produce malformed XPath statement 
JCR-2629,NUG, LoginModuleConfig should allow to specify principalProvider-name in addition to the class 
JCR-2129,BUG, Prevent data inconsistencies due to incorrect or missed merges in the ItemStateManagers 
JCR-1099,BUG, jcr2spi NodeEntryImpl.getPath() blows stack due to getIndex() calling itself 
JCR-995,NUG, Release the OCM component 
JCR-640,NUG, rename jcr-browser contrib project 
JCR-1599,BUG, LuceneQueryBuilder assumes readability of root-Node to be granted in any case. 
JCR-2434,NUG, Occasional IndexingQueueTest failure 
JCR-1268,NUG, Move JCRWebdavServerServlet to jcr-server and make it abstract 
JCR-2647,NUG, Reduce temporary memory usage of hierarchy cache initialization 
JCR-1654,NUG, Incorrect slf4j-log4j12 dependency scope in spi-commons 
JCR-3159,BUG, LOWER operand with nested LOCALNAME operand not work with SQL2 
JCR-2389,NUG," Update dependency versions for commons-collections, slf4j and derby "
JCR-575,NUG, unicode escapes in files generated by JJTree 
JCR-495,NUG, TCK: SessionReadMethodsTest#testIsLive calls logout() more than once 
JCR-2820,BUG, FineGrainedISMLocking problems 
JCR-2260,BUG, MemoryFileSystem.deleteFolder deletes all folders starting with this name  
JCR-494,NUG, Typo in message logged upon startup when repository is already in use 
JCR-2744,NUG, Avoid element arrays in PathImpl 
JCR-3089,BUG, javax.jcr.RepositoryException when a JOIN SQL2 query is send via Davex and has results 
JCR-2881,BUG, Deadlock on version operations in a clustered environment 
JCR-1293,NUG, ReorderReferenceableSNSTest failure 
JCR-1755,BUG, ClassCastException when registering custom node by XML file 
JCR-2464,NUG, Reduce usage of String.intern() 
JCR-997,NUG, ValueFactory is not extensible 
JCR-3014,BUG, Identifier paths for inexistent items throw exception 
JCR-2110,BUG, o.a.j.spi.commons.query.sql2.ParserTest uses platform encoding with non-ASCII characters 
JCR-482,BUG, DocViewSaxEventGenerator may generate non-NS-wellformed XML 
JCR-1270,BUG, CompactNodeTypeDefReader does not recognise MIXIN ORDERABLE sequence 
JCR-1697,NUG, Simple Google style query 
JCR-993,BUG, corrupted paths after moving nodes 
JCR-235,NUG, Cache jcr name to QName mappings 
JCR-2166,NUG, Provide query support  for WEAKREFERENCE reverse lookup 
JCR-1491,BUG, UUID check in BundleFsPersistenceManager.getListRecursive() leads to endless loop 
JCR-2229,NUG, Improve behaviour when 'too many open files' occurs 
JCR-1557,BUG, Avoid exceptions during shutting repository down if several PMs/FSs use same DB 
JCR-266,BUG, Denying a primaryType does not work in XPath 
JCR-3122,NUG, QueryObjectModelImpl should execute queries as SessionOperation(s) 
JCR-1619,NUG, Update copyright years in READMEs and NOTICEs 
JCR-1029,NUG, CLONE -Handling of multiple residual prop defs in EffectiveNodeTypeImpl 
JCR-1728,NUG, Observation logs error when a node is moved in place 
JCR-910,NUG, jcr mapping layer does not expose node move and node copy via PersistenceManager.java 
JCR-1053,BUG, Calling size method of a ManageableArrayList causes NullPointerException 
JCR-1477,NUG, Incorrect link on Apache Jackrabbit Welcome homepage 
JCR-3017,BUG, Version history recovery fails in case a version does not have a jcr:frozenNode 
JCR-1376,BUG, SearchIndex parameter cacheSize is ignored 
JCR-2157,NUG, SQL2 parser: Support CAST 
JCR-391,BUG, WebDAV method invocation trying to create a new resource should fail with 409 (Conflict) if parent resource does not exist 
JCR-3202,NUG, AuthorizableImpl#memberOf and #declaredMemberOf should return RangeIterator 
JCR-2885,NUG, Move tika-parsers dependency to deployment packages 
JCR-1839,NUG, JSR 283: Introduce Event.getDate() 
JCR-1578,NUG, Jcr2Spi: UpdateTest#testUpdateRemovesExtraProperty and #testUpdateAddsMissingSubtree fail occasionally 
JCR-1474,BUG, consistency check fails with derbypm if bundle size exceeds 32k 
JCR-2825,BUG, FALSE predicate always returns true 
JCR-1612,NUG, Reintroduce NamespaceStorage 
JCR-1662,NUG, Add pattern matching for paths 
JCR-1055,BUG, Incorrect node position after import 
JCR-2934,NUG, SQL2 queries are not logged 
JCR-135,NUG, extensibility patch for DavResourceImpl 
JCR-1216,BUG, Unreferenced sessions should get garbage collected 
JCR-2105,NUG, JSR 283 NodeType Management 
JCR-1266,NUG, Use creation tick instead of weak references in DocNumberCache 
JCR-2451,NUG, Implement RepositoryFactory in jcr2dav 
JCR-3002,NUG, Add read acessor for user data to SessionInfoImpl 
JCR-1602,BUG, DbDatastore: Problems indexing pdf file 
JCR-2128,NUG, Adding DerbyDataStore to handle proper close of the embedded database 
JCR-2461,NUG, Item retrieval inefficient after refresh 
JCR-2081,BUG, NameSet does not implement equals(Object) and hashCode() methods 
JCR-649,BUG, Like expression does not match line terminator in String 
JCR-2665,NUG," JCR Test for Adding Node Type Tests That Abstract Nodes Can Be Added as Children, contrary to JCR 2.0 specification "
JCR-720,NUG, TCK: NodeReadMethodsTest#testGetPrimaryItemItemNotFoundException selects wrong test data 
JCR-2532,BUG, spi2davex: session-scoped lock tokens not included in if-header 
JCR-1830,BUG, XMLTextExtractor returns an empty reader when encoding is unsupported 
JCR-192,BUG, Update monitor is not released 
JCR-2707,NUG, improve performance when saving a node with a large number of child nodes (e.g. > 10k child node entries) 
JCR-2466,BUG," jcr2spi: versionmanager#checkout(NodeState) should not forward to checkout(NodeState, NodeId) "
JCR-1721,NUG, make collection element names configurable 
JCR-222,NUG, incompatible with newers versions of xml-apis 
JCR-2373,NUG, Buffered I/O in IndexInfos 
JCR-1715,NUG, Prevent excessive Path.Element instances 
JCR-2764,BUG, JackrabbitIndexReader prevents use of DocNumberCache 
JCR-1302,BUG, ArrayHits does not end properly when skipTo doesn't find document 
JCR-445,NUG, repository is locked by WorkspaceJanitor when another workspace is reindexing 
JCR-2888,BUG," Namespace comparison in Namespace.java doesn't work, if a node return null, but it expects an empty string "
JCR-3224,NUG, SystemSession#createSession should return SessionImpl again 
JCR-138,NUG, Typo in log output 
JCR-539,BUG, Concurrent Repository.login() throws IllegalStateException 
JCR-2039,NUG, Add log information when node/property type determination fails 
JCR-592,NUG, Use only the standard Maven repository for dependencies 
JCR-345,NUG, Jcr-Server: DavException doesn't allow to specify an exception cause 
JCR-1461,BUG, Deadlock on concurrent commit/checkin operations 
JCR-2436,BUG, webdav's PropertyDefinitionImpl's toXML doesn't seem to attach query operators element to the returned dom 
JCR-16,BUG, Observation tests fail 
JCR-311,NUG, Unnecessary parameter in NodeTypeRegistry.persistCustomNodeTypeDefs(NodeTypeDefStore store) 
JCR-1885,NUG, Make termInfosIndexDivisor configurable 
JCR-99,NUG, Introduce cache for frequently used index lookups 
JCR-2870,BUG, Transient Repository cannot be used more than once when configured with DataSources 
JCR-511,NUG, TCK: Node types selected by SetValueValueFormatExceptionTest may lead to incorrect test failure 
JCR-1306,NUG, Reduce number of different repository.xml present with jackrabbit-core 
JCR-35,BUG, NodeTypeDefDiff compares to restrictive 
JCR-950,BUG, The move method doesn't remove the source node 
JCR-1457,BUG, Restart of RMI-component fails (because it's not released while shutdown) 
JCR-2071,BUG, IndexMerger throws null pointer exception without stacktrace 
JCR-1516,NUG, Add Compact Namespace and Node Type Definition support to spi-commons 
JCR-2856,NUG, Upgrade to latest SLF4J and Logback 
JCR-1350,NUG, Add a serializing content handler 
JCR-859,BUG, rep:excerpt() may return malformed XML 
JCR-2193,BUG, builtin_nodetypes.cnd contains non-ascii chars and is not correctly decoded using websphere 
JCR-365,BUG, Web client/WebDAV fails to unescape workspace names 
JCR-337,NUG, Jcr-Server: remove jcr depedency from dav-library 
JCR-3237,NUG, add missing name constants for mix:title 
JCR-2195,NUG, Provide possibility to import protected items using Session import functionality 
JCR-2554,BUG, Deadlock inside XASession on Weblogic 
JCR-2891,BUG, VersionManagerImplRestore internalRestoreFrozen method has identity versus equals bug 
JCR-746,BUG, TCK: check for wrong repository descriptor. should be versioning instead of locking 
JCR-893,BUG, More query classes with missing extractTerms() 
JCR-778,BUG, Error on query initialization - intermittent 
JCR-741,BUG, Handling of multiple residual prop defs in EffectiveNodeTypeImpl 
JCR-2524,NUG, Reduce memory usage of DocIds 
JCR-1826,NUG, Change default value of SearchIndex extractorPoolSize 
JCR-3040,NUG, JMX Stats for the Session 
JCR-1856,NUG, Change value for SearchIndex#DEFAULT_EXTRACTOR_BACK_LOG 
JCR-1729,BUG, Node#addNode fails with AccessDeniedException if session lacks read-permission to an ancestor 
JCR-2013,BUG, IOUtils - getCreated(...) - SimpleDateFormat is not threadsafe 
JCR-3200,NUG," consistency check should get node ids in chunks, not rely on total count "
JCR-600,BUG, Repository does not release all resources on shutdown 
JCR-2471,NUG, Update LICENSE and NOTICE files to match the updated dependencies 
JCR-714,BUG, TCK: Test root path not escaped when used in XPath queries 
JCR-1043,NUG, Package names for spring project do not match update ocm packages 
JCR-110,NUG, Rename package core.search to core.query 
JCR-3056,NUG, jcr-commons: Add utility to translate a string to a AuthorizableQuery and execute it on the user manager  
JCR-1087,NUG, Maintain the cluster revision table 
JCR-2094,NUG, Use an enumeration for QOM operators 
JCR-900,BUG, Lucene queries are not properly rewritten 
JCR-2973,NUG, ItemInfoBuilder should not include PropertyInfos in ChildInfos 
JCR-783,NUG, TCK: SerializationTest.helpTestSaxException casts ContentHandler to DefaultHandler 
JCR-3272,BUG, EventConsumer.canRead() should rely on AccessManager.isGranted() 
JCR-3225,BUG, ConcurrentModificationException in QueryStatImpl 
JCR-2143,BUG, Registering a Nodetype based on an existing NodeType fail 
JCR-87,NUG, Move to a newer vesion of Commons Collections 
JCR-2184,NUG, Allow parsing custom elements in workspace config 
JCR-2542,BUG, spi2dav: EventFilters not respected 
JCR-136,BUG, Cached Item could be lost in cache 
JCR-2328,BUG, PropertyValue constraint fails with implicit selectorName using JCR-SQL2 
JCR-1872,NUG, Improve performance of simple path queries 
JCR-1078,BUG, ChangeLog serialization causes cache inconsistencies 
JCR-2725,BUG, PostgreSQL: Failed to guess validation query 
JCR-1981,NUG, Test class in the main source tree 
JCR-3029,NUG, JcrRemotingServlet should interpolate system properties in the home init-param 
JCR-911,NUG, Remove sanityCheck() from ItemImpl.getSession() 
JCR-470,NUG, XMLIndexFilter should index the attributes 
JCR-2866,BUG, Cluster: Node type register/unregister deadlock 
JCR-1128,BUG, XML import always throws ItemExistsException when trying to overwrite existing nodes 
JCR-1343,NUG, Replace xerces for serialization by JAXP 
JCR-1554,BUG, StaleItemStateException with distributed transactions 
JCR-828,NUG, CheckPermissionTest-testCheckPermission() doesn't allow config of node type to be created 
JCR-2843,BUG, ConstraintSplitter.getSelectorNames doesn't support FullTextSearch constraints 
JCR-3102,NUG, InternalVersion.getFrozenNode confused about root version? 
JCR-813,NUG, TCK: testSaveMovedRefNode 
JCR-381,NUG, Repository does not start if text filter dependencies are missing 
JCR-842,BUG, support stores where binary properties are mandatory (such as in nt:resource) 
JCR-2583,NUG, Occasional testDataStoreGarbageCollection test failures 
JCR-2403,BUG, insufficient privileges 
JCR-2541,NUG, spi2dav : EventJournal not  implemented 
JCR-982,NUG, Each TransactionContext creates new thread 
JCR-332,NUG, Upgrade to Maven 2 
JCR-2064,NUG, Add new JSR283 features to CND reader/writer 
JCR-2369,BUG, Problem importing node with binary property in a repository configured with datastore 
JCR-789,BUG, PathElement.equals doesn't handle INDEX_UNDEFINED 
JCR-458,BUG, session.move() throws ItemExistsException despite same name siblings 
JCR-2054,NUG, Provide base classes to simplify read only RepositoryService implementations 
JCR-1131,BUG, JCR2SPI NodeEntryImpl throws NPE during reorderNodes 
JCR-1443,NUG," Make JCAManagedConnectionFactory non final, so it can be extended "
JCR-1889,NUG, Incorrect support for java interfaces in typed collection fields 
JCR-2961,NUG, Improve logging of Session.save() to trace back root cause of externally modified nodes 
JCR-1868,BUG, Inconsistent state when removing mix:lockable from a locked Node 
JCR-20,NUG, Logging into a repository with a big version history takes a long time 
JCR-1267,NUG, Unreachable catch block for NameException in ValueConstraint.java 
JCR-100,NUG, contrib/orm-persistence Node ordering not supported 
JCR-1271,BUG, NullPointerException when iterating over properties 
JCR-2488,NUG, Add the ability to disable inheriting ancestor ACLs 
JCR-293,BUG, Property.setValue(InputStream) closes stream 
JCR-949,NUG, PostgreSQL support in clustering module 
JCR-2065,NUG, use the internal CND file for builtin nodetypes 
JCR-1238,NUG, Change default value for maxMergeDocs 
JCR-371,BUG, ItemStateException on concurrently committing transactions of versioning operations 
JCR-140,BUG, Versioning might no be thread safe 
JCR-2456,BUG, Repository is corrupt after concurrent changes with the same session 
JCR-1944,NUG, Privilege content representation should be of property type NAME 
JCR-2648,NUG, PropertyImpl.getNode() and NamePropertyTest use different exception than documented in the JCR API JavaDoc 
JCR-2838,BUG, Tika regressions in 0.8 
JCR-416,NUG, Webdav Simple: Delegate PROPPATCH to (extended) IOHandlers 
JCR-213,NUG, Avoid creation of more than one jackrabbit instance with the same configuration 
JCR-171,BUG, QueryManager.createQuery() exception handling 
JCR-442,NUG, Implement a backup tool 
JCR-787,BUG, Missing equals and hashcode preventing the re-use of SharedFieldSortComparator 
JCR-2353,NUG, Poor performance in range queries using dates 
JCR-118,NUG, Session.importXML and Workspace.importXML throw wrong exception 
JCR-561,NUG, Add support to provide custom classloader for class instantiation from configuration 
JCR-953,NUG, Support for transactions when using JCR over RMI. 
JCR-2433,BUG, NPE when copying nodes with Workspace.copy() 
JCR-1875,BUG, Failing Node.unlock() might leave inconsistent transient state 
JCR-1518,BUG, BundleFsPersistenceManager has no property called: minBlobSize 
JCR-2676,NUG, FileDataStore should check for lastModified error result 
JCR-2294,NUG, Group.addMemeber() might add a REFERENCE instead of a WEAKREFERENCE 
JCR-2161,NUG, Deprecate org.apache.jackrabbit.api.JackrabbitNodeTypeManager in 2.0 and 1.6 
JCR-483,BUG, Lock tokens reains in session after unlock 
JCR-3167,NUG, Make Jackrabbit compile on Java 7 
JCR-570,NUG," Fix pom.xml in jackrabbit core (small fix, big return) "
